,LandContour,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,BsmtFullBath,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,Remodel,Garage_Remodel,LotArea,MasVnrArea,OpenPorchSF,WoodDeckSF,LotFrontage,GrLivArea,TotalBsmtArea,2ndFlrSF,AgeOfHouse,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_Y,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Lotshape_1.0,Lotconfig_CulDSac,Lotconfig_FR,Lotconfig_Inside,NormCond_Yes,MasVnrTyp_None,MasVnrTyp_Stone,Electric_SBrkr,IsHalfBath_Yes,Saletype_Other,Saletype_Warranty,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,SalePrice
156,1.0,5,7,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1,2,1.0,0,0.0,1.0,2.0,3.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.3911188671483735,0.0,-3.01985803315077,-0.8650510624731955,0.7680377673825345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,109500
157,1.0,8,5,2.0,2.0,4.0,1.0,1.0,4.0,0.0,2,4,3.0,1,4.0,3.0,3.0,3.0,1,0,0.0,1.0821302303673646,0.9251041528586731,-0.9489599713609932,1.0481947013914168,0.0,-0.578885650054081,1.2440686768620257,-1.5486425650247084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,269500
158,1.0,7,5,2.0,2.0,3.0,1.0,6.0,4.0,0.0,2,3,2.0,1,4.0,2.0,2.0,3.0,1,0,0.0,-0.8053179962652529,1.2120780684671761,-0.9489599713609932,1.372387206286044,0.0,-0.07644083295921829,1.203971980899322,-1.0074168914803465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,254900
159,3.0,7,5,2.0,2.0,3.0,2.0,6.0,4.0,1.0,2,4,2.0,1,4.0,2.0,2.0,3.0,1,1,0.0,1.3875719491532652,1.1975633233059275,1.150601706763177,2.6406822225458897,0.0,0.786497108653383,1.2244402714262255,-1.5486425650247084,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,320000
160,1.0,6,6,1.0,2.0,3.0,1.0,4.0,2.0,0.0,2,3,1.0,0,0.0,1.0,2.0,3.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,0.5382987081290672,0.0,0.4506796597356099,-0.8650510624731955,-0.10605098178113169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,162500
161,1.0,9,5,2.0,2.0,4.0,3.0,6.0,4.0,1.0,2,3,3.0,2,4.0,3.0,3.0,3.0,1,0,0.0,1.4392005880930936,-1.080224217623321,1.3036601990191514,1.7623828749691457,0.0,1.153126801563912,1.2287626567034238,-1.0891617058809788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,412500
162,1.0,7,5,2.0,2.0,3.0,2.0,4.0,4.0,0.0,2,3,2.0,1,4.0,2.0,2.0,3.0,0,0,0.0,1.276591119131798,0.8921853014652086,-0.9489599713609932,1.1711300739195318,0.0,1.0907543988267072,-0.8650510624731955,-1.0891617058809788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,220000
163,1.0,4,6,1.0,2.0,2.0,1.0,1.0,4.0,0.0,1,1,1.0,0,0.0,0.0,0.0,0.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.6433123382434124,0.0,-0.32500903870594383,-0.8650510624731955,0.6561614240665161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,103200
164,1.0,6,7,1.0,3.0,2.0,2.0,2.0,3.0,0.0,2,3,2.0,0,0.0,1.0,1.0,3.0,1,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-1.465725829265284,0.0,0.2722793618496243,1.066362417551325,1.2528541306696839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,152000
165,1.0,5,7,1.0,3.0,2.0,1.0,5.0,3.0,1.0,2,4,1.0,0,0.0,0.0,0.0,0.0,1,0,0.0,-0.8053179962652529,-1.080224217623321,0.9851597510415958,-0.29276262157663474,0.0,-0.8964376421992896,1.0978700126469436,1.0141377134001757,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,127500
166,1.0,5,5,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1,2,1.0,3,4.0,3.0,1.0,3.0,1,0,0.0,-0.8053179962652529,-1.080224217623321,1.3539881069070965,0.5601717256180693,0.0,1.2431317240457598,-0.8650510624731955,0.7240339639309391,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,190000
167,1.0,8,5,2.0,2.0,4.0,1.0,6.0,4.0,1.0,1,3,3.0,1,4.0,3.0,3.0,3.0,0,0,0.0,1.3238035248645312,1.151304399236762,1.0602659616866832,0.7970547952568948,0.0,1.1731821238749698,1.0993060008359492,-1.7519357100949804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,325624
168,1.0,7,5,2.0,2.0,3.0,1.0,1.0,4.0,0.0,2,3,2.0,1,4.0,3.0,2.0,3.0,0,0,0.0,-0.8053179962652529,0.7136036821123095,0.8776875290950706,-0.29276262157663474,0.0,-0.42277557426284607,1.1887239608966624,-1.2820677399078446,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,183500
169,1.0,8,6,2.0,2.0,3.0,1.0,1.0,2.0,0.0,2,2,1.0,1,3.0,2.0,2.0,3.0,0,0,0.0,1.4370109931782276,0.8495452513023318,1.4073881264807957,0.6254448056301716,0.0,1.3799525434645616,-0.8650510624731955,-0.07052585824816665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,228000
170,1.0,5,6,1.0,2.0,2.0,1.0,3.0,2.0,0.0,1,2,1.0,0,0.0,1.0,2.0,3.0,1,1,0.0,-0.8053179962652529,-1.080224217623321,1.1480534907372486,-0.3911188671483735,0.0,-0.7090609667623349,-0.8650510624731955,0.9750419458582626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,128500
171,1.0,6,5,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1,3,1.0,2,4.0,3.0,2.0,3.0,0,0,0.0,1.1437352741247704,0.8344707620330252,1.1111949941170227,2.8838028849114132,0.0,0.12154465735494953,-0.8650510624731955,0.633008760721535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,215000
172,1.0,7,7,2.0,3.0,3.0,1.0,6.0,3.0,1.0,2,2,2.0,1,3.0,2.0,2.0,4.0,0,0,0.0,-0.8053179962652529,0.5661835432551027,1.3319765374710169,-1.23521246023725,0.0,0.086257193732067,1.1465297648316093,-0.2981226004046896,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,239000
173,1.0,6,5,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1,3,1.0,1,3.0,1.0,2.0,3.0,0,0,0.0,1.3981338093337596,0.31069625084499797,-0.9489599713609932,0.5382987081290672,0.0,0.7242879301379449,-0.8650510624731955,0.5618452967701777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,163000
174,1.0,6,5,1.0,2.0,3.0,1.0,5.0,2.0,1.0,2,3,1.0,1,3.0,3.0,2.0,3.0,0,0,0.0,1.1769799604811244,-1.080224217623321,1.0836681742004652,-1.0681037282351868,0.0,1.2211881066184331,-0.8650510624731955,-0.1797898419975122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,184000
175,1.0,6,7,1.0,2.0,2.0,3.0,5.0,2.0,1.0,2,4,2.0,1,4.0,1.0,2.0,3.0,1,0,0.0,-0.8053179962652529,0.4794436614968189,-0.9489599713609932,0.7116867236499108,0.0,0.3865496298546287,-0.8650510624731955,0.7896874489503818,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,243000
176,1.0,6,5,2.0,2.0,3.0,1.0,6.0,2.0,0.0,2,4,1.0,1,3.0,1.0,2.0,3.0,1,0,0.0,1.305413507471941,1.465144405234883,-0.9489599713609932,1.2521648392111073,0.0,0.27661467801807094,1.1920550755931445,-0.2981226004046896,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,211000
177,1.0,5,5,2.0,3.0,2.0,1.0,5.0,4.0,1.0,2,4,2.0,1,4.0,1.0,2.0,3.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,0.17999823357656036,0.0,0.059705853013810234,1.1367568906959504,0.5858599456643339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,172500
178,1.0,9,5,3.0,2.0,4.0,1.0,6.0,4.0,1.0,2,1,3.0,1,4.0,3.0,3.0,3.0,1,1,0.0,1.4545414263029417,0.8189201173915175,-0.9489599713609932,-0.24409166044881137,0.0,2.389575149470286,-0.8650510624731955,-1.5486425650247084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,501837
179,1.0,5,6,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1,2,1.0,0,0.0,1.0,2.0,2.0,1,1,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.3911188671483735,0.0,-0.1283060583541131,-0.8650510624731955,1.3046049873583192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,100000
180,1.0,6,5,2.0,2.0,3.0,1.0,6.0,4.0,0.0,2,3,2.0,1,3.0,1.0,2.0,3.0,0,0,0.0,1.3875719491532652,-1.080224217623321,-0.9489599713609932,0.20287479141957787,0.0,-0.6220213763070054,1.1603251138133226,-0.9325127297695408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,177000
181,1.0,7,6,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1,4,1.0,1,4.0,1.0,1.0,2.0,1,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.6949040617640247,0.0,-0.533620400950049,1.1930822409707127,1.3384902003798769,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,200100
182,1.0,5,6,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1,3,1.0,1,4.0,2.0,1.0,3.0,1,0,0.0,1.1156889800219287,-1.080224217623321,0.9254142499470962,-0.3911188671483735,0.0,-3.01985803315077,-0.8650510624731955,0.633008760721535,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,120000
183,1.0,7,5,1.0,2.0,3.0,1.0,1.0,4.0,0.0,2,3,2.0,0,0.0,1.0,2.0,3.0,0,0,0.0,-0.8053179962652529,1.4863199085600252,1.1983064587732979,-0.24409166044881137,0.0,0.7242879301379449,1.1510795920257373,-1.0891617058809788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,200000
184,1.0,5,8,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1,3,1.0,0,0.0,1.0,2.0,3.0,1,1,0.0,-0.8053179962652529,-1.080224217623321,0.8903483735817448,1.0481947013914168,0.0,-1.2567751764201813,0.9856528461864236,1.5324672358808642,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,127000
185,1.0,10,9,2.0,3.0,2.0,2.0,1.0,4.0,0.0,2,4,3.0,2,3.0,1.0,3.0,5.0,1,1,0.0,-0.8053179962652529,1.5300049997256548,-0.9489599713609932,0.9652824190786432,0.0,0.1808021925524252,1.2860534992107744,1.7699875829887328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,475000
186,1.0,7,5,1.0,2.0,3.0,3.0,6.0,4.0,1.0,2,3,2.0,0,0.0,1.0,2.0,3.0,1,0,0.0,-0.8053179962652529,0.4467052321212621,1.0423045793970598,0.2711035432656007,0.0,0.35648776251450387,-0.8650510624731955,-0.2981226004046896,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,173000
187,1.0,5,7,1.0,2.0,1.0,1.0,1.0,4.0,0.0,2,3,1.0,0,0.0,1.0,1.0,2.0,1,0,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.3911188671483735,0.0,-0.8565569608663761,1.1468008374356033,1.4534867817585966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,135000
188,2.0,5,5,1.0,2.0,3.0,3.0,6.0,2.0,2.0,0,2,1.0,2,3.0,1.0,2.0,3.0,0,0,0.0,1.3096645280502737,-1.080224217623321,0.9362451299095873,-0.19574872684078917,0.0,0.13474421289466265,-0.8650510624731955,0.09566501983231118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,153337
189,1.0,8,5,2.0,2.0,4.0,3.0,6.0,4.0,1.0,1,0,3.0,1,4.0,3.0,2.0,3.0,1,0,0.0,-0.8053179962652529,1.151304399236762,-0.9489599713609932,-1.4072173135023398,0.0,1.1952069636017038,-0.8650510624731955,-0.9325127297695408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,286000
190,2.0,8,8,2.0,2.0,3.0,1.0,3.0,2.0,0.0,2,3,2.0,2,3.0,1.0,2.0,3.0,1,0,0.0,-0.8053179962652529,0.9186935395475042,-0.9489599713609932,0.0878060953292465,0.0,-0.39238859064158865,1.241669177602526,1.1457812071131608,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,315000
191,1.0,7,9,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1,4,2.0,0,0.0,3.0,2.0,3.0,1,0,0.0,1.1857400740508506,0.5247469495609686,-0.9489599713609932,0.22568409733476888,0.0,-0.6969091969661925,1.1598246794083547,0.24622251985537646,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,184000
192,1.0,7,5,2.0,2.0,3.0,3.0,6.0,4.0,1.0,2,3,2.0,0,0.0,3.0,2.0,3.0,0,0,0.0,-0.8053179962652529,0.5661835432551027,-0.9489599713609932,-0.005517015916749329,0.0,0.8668781315898796,-0.8650510624731955,-0.7372705631817974,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,192000
193,1.0,7,5,2.0,2.0,3.0,1.0,1.0,4.0,0.0,2,3,2.0,0,0.0,1.0,2.0,3.0,0,0,0.0,0.9594074654634686,0.6282564752778701,-0.9489599713609932,-2.505897964086558,0.0,-0.12378409106393311,1.1560228036956903,-1.401530119792259,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,130000
194,1.0,5,7,1.0,2.0,2.0,3.0,5.0,2.0,0.0,1,3,1.0,0,0.0,1.0,1.0,3.0,0,1,0.0,-0.8053179962652529,-1.080224217623321,-0.9489599713609932,-0.3911188671483735,0.0,-0.36676546468565313,-0.8650510624731955,0.27477638959340844,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,127000
195,1.0,6,6,1.0,2.0,3.0,1.0,5.0,2.0,0.0,2,3,1.0,1,3.0,1.0,2.0,3.0,0,0,0.0,-0.8053179962652529,-1.080224217623321,0.8324510939836561,-2.505897964086558,0.0,-0.3877238207821568,1.1163186109094312,0.18763044502574544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,148500
196,1.0,7,5,3.0,2.0,4.0,1.0,6.0,4.0,1.0,2,3,3.0,1,4.0,3.0,3.0,3.0,0,0,0.0,1.2595244652933177,1.219180512018107,1.0478111093368359,0.49437661621636725,0.0,1.4586361944685273,-0.8650510624731955,-1.7519357100949804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,311872
